Date,Username,Name,Location,Followers,Text
2020-04-19 23:15:01,@qj1913,QMAMBO13 😇,,181,Donald Trump threatens China if it was 'knowingly responsible' for COVID-19  https://t.co/IitH5UlDhw
2020-04-19 23:15:01,@ABC,ABC News,New York City / Worldwide,15447716,"Vice President Mike Pence says that more than 746,000 Americans have tested positive for COVID-19 and more than 41,000 have lost their lives.  “We always want to express our deepest sympathies to the families in their loss.” https://t.co/zJCPvL2MMO https://t.co/9IotPzfome"
2020-04-19 23:15:01,@DWorkmanLFG,Danielle Workman,"Southfield, MI",308,"Claiming Social Security early can be an expensive move, but it’s not an irrevocable decision. https://t.co/7YtdGu5zsq"
2020-04-19 23:15:01,@TermFirst,TrumpFirstTermSuccess,,565,@MollyJongFast So does the left. Stop being scared. #Coronavirus deaths/ONE MILLION population:  1) #Belgium: 490 👈 2) #Spain: 437  3) #Italy: 384 4) #France: 296 5) #UK: 228 6) #Netherlands: 215 7) #Switzerland: 158 8) #Sweden: 150 9) #USA: 118 👈 10) #Ireland: 116  https://t.co/5gjP3bXVcw
2020-04-19 23:15:01,@AMAN_Alliance,AMAN,Around the Mediterranean Sea,178,"Lusa - Business News - Covid-19: Lisbon hostel evacueted-2 (More Pictures on AMAN Website) Elements of the National Institute for Medical Emergency (INEM) and the Public Security Police(PSP) evacuate about 200people from a hostel in Lisbon, due to a  https://t.co/UUJkXy4KtB https://t.co/EsF19Uxv2e"
2020-04-19 23:15:00,@newsyc50,Hacker News 50,"Silicon Valley, Calif.",6211,Covid-19 Fast Grants recipients https://t.co/6iFkPCsGRn (https://t.co/QD05TLIzQl)
2020-04-19 23:15:00,@authorMelShim,Mel Shim,"Florida, USA",47,"#Trump at Sunday's #coronavirus briefing continues to attack the #Governors, #WHO, #WTO, and #Democrats. I think we need to change the name of the briefing to ""Trump coronavirus and political campaign briefing."" https://t.co/p03fN9xTGn"
2020-04-19 23:15:00,@Bamsay,Maltesers 🍘,"Kaduna, Nigeria",2439,"@AbdullahiAbba_ The government failed yes we know, what can we do to save other lives with the little we have is the issue now? Is high time we stop blaming others than helping the people around us.  COVID 19 is real."
2020-04-19 23:15:00,@wjz,WJZ | CBS Baltimore,Baltimore,253727,"As the novel coronavirus sweeps the globe, people with high blood pressure are among those who are at heightened risk for more severe complications should they contract Covid-19. https://t.co/mO83BLRveC"
2020-04-19 23:15:00,@Dubaderp,DubaDerp,United States,2644,Why can't cancel culture do its thing with covid-19?
2020-04-19 23:15:00,@NovantHealth,Novant Health,,8996,“I do it because I love to clean and I love to take care of my patients.” Esther Reid has been part of the Novant Health environmental services team for 20 years. Our patients are Esther's patients. She's standing on the front lines too. https://t.co/zNigwIIGRE
2020-04-19 23:15:00,@hennemusic,hennemusic rock news,,3915,@RollingStones Stones rock 1969 classic on One World Together At Home #news #musicnews #music #rocknews #rock @MickJagger @officialKeef @ronniewood #COVID19 #Coronavirus @ladygaga #StayAtHome @googlenews @YahooNews https://t.co/UY0BLtbYU7 https://t.co/dvv8RN9aAX
2020-04-19 23:14:59,@HypnoRaygun,HypnoRaygun,"Kansas City, MO",183,"I've had the extreme privilege of being @ home during this. 2night was our first pick up meal, @jackstackbbq freight house. It hit me emotionally. All the memories of being there w family. JS staff were in PPE and providing amazing service despite #Coronavirus Thank YOU! #KCMO ❤ https://t.co/VWRBlXnDAi"
2020-04-19 23:14:59,@sanjanakaranth,Sanjana Karanth,"Washington, DC",1337,"Pence mourns the more than 41,000 Americans who have died of COVID-19. I believe that's the first time it was even brought up during this briefing."
2020-04-19 23:14:58,@Joshua_Newman,Josh Newman,A gym,7437,"Utah running back Zack Moss ran a poor 40 at the NFL Combine, but made up for it amid COVID-19 pandemic https://t.co/6G6R9yebwi"
2020-04-19 23:14:58,@IamLita,LITA PERNA,,306,..Trump says WHO didn’t share early information about Covid-19. A new report shows that’s not the case. https://t.co/oZftYQx2bZ via @voxdotcom
2020-04-19 23:14:58,@dailysprout,The Daily Sprout,,44,@Suntimes We should probably open the jail doors though  https://t.co/fHmiFC5h8a
2020-04-19 23:14:58,@kajonad,Hope,,28,"#CORONAVIRUS #FACTS  EXCLUSIVE: Dr. Rashid Buttar BLASTS Gates, Fauci, EXPOSES Fake Pandemic Numbers As Economy Collapses.   EXCLUSIVE: Dr. Rashid Buttar BLASTS Gates, Fauci, EXPOSES Fake Pandemic ... https://t.co/QgL3LgJj4C via @YouTube"
2020-04-19 23:14:57,@official_mkings,Ibeh Benard Emmanuel,"Benin city,Nigeria",103,Davido just tweeted that CHIOMA tested negative twice for covid-19   I'm waiting for giveaway ohh😉
2020-04-19 23:14:57,@Tinikon,Ebube Agu,nigeria,7281,"@Chuksism @IamDynamicV @NCDCgov It will help in containment of the already confirmed cases. USA just hit 40k deaths on covid 19. So far there are three to 4 major states with high cases. Keep them lockdown and contain. If nature takes its course, nature make take you too."
2020-04-19 23:14:57,@ukigoni,Uki Goñi,,7687,"Bolsonaro: Coughman of the Apocalypse 🦠🇧🇷 (Brazil’s president, who was refused to release his tax returns... sorry, his Covid-19 test results, filmed coughing into crowd of supporters) https://t.co/0aZeoaZ6zH"
2020-04-19 23:14:57,@vickey645s,Victoria Moore,"Wisconsin, USA",366,"I’m using #HowWeFeel to help track and fight COVID-19. For each new user HWF is donating a meal through @FeedingAmerica. 295,749 meals donated so far! Download it here: https://t.co/9JmaC2DsZY"
2020-04-19 23:14:57,@plainjozzy,plain jozzy,Fadeyi ,160,@Omojuwa None of us will catch dis life taking sickness in Jesus name covid 19 is gonna leave soonest I pray @Omojuwa
2020-04-19 23:14:56,@jeffrey_NU,Jeffrey Martin,"North Little Rock, AR",97,@Hogtrough My friend's cousin died in southeast Arkansas last week. He went from bad to dead in 48 hours.  They would not test for Covid-19 at the time of death.  Classified cause of death as secondary pneumonia.
2020-04-19 23:14:56,@realadyworld,Realady,Booking@realadymusic@gmail.com,91,Order yours today #FuckYouRona #mask $6 DM or call 754-801-3383 #coronafree #norona #coronavirus #getgone https://t.co/mMTpCno40l
2020-04-19 23:14:56,@jmarkha1,Joseph Markham,"Bernhards Bay, NY",21,"We only need testing for COVID 19 if you have symptoms.  Otherwise, just assume everyone has it, wear a mask, stay 6 ft apart and open the economy.  Get people back to work"
2020-04-19 23:14:56,@caroman3,Christie,,44,Bill Gates and Intellectual Ventures Funds Microchip Implant Vaccine #COVIDー19 #coronavirus #StayHome  https://t.co/mCdJlmviHh
2020-04-19 23:14:55,@NathanGeorgedj,NathanGeorge🎧,"Morley, Leeds UK",1815,"#lockdown #covid19 #corona #dj #livestream #FacebookLive #Facebook   Facebook: Facebook, temporarily stop muting live streams during COVID-19 pandemic - Sign the Petition! https://t.co/UPloJr4EL0 via @UKChange"
2020-04-19 23:14:55,@bishnujee,Eur Ing Bishnujee Singh,"Seattle,Washington",2223,@danli_wang @GovInslee  If any of these protestors show symptoms of COVID 19 just fly them directly to Trump Tower and Mar-a-Lago property for shelter. There is no place in Washington state hospital for these Trump supporters.
2020-04-19 23:14:55,@naashonomics,naashonomics,San Jose,3561,#lockdown2 #india set to expand more #doctors  https://t.co/RBon8YHFIo
2020-04-19 23:14:54,@rodtheboss1,Rodney O.,,145,"Hope you and your family are doing well,  and staying safe during this COVID-19. Just checking on you guys 😷😷😷👍🏼 https://t.co/YIht9ps3jq"
2020-04-19 23:14:54,@TheSnappertweet,The Snapper,"Cork, Ireland",452,My how the world has changed #cantcurestupid #coronavirus https://t.co/Jb8nEVHRvO
2020-04-19 23:14:54,@chesprocott,ChesprocottHealthDistrict,"Cheshire, CT",138,CT Stats on COVID-19 https://t.co/JcZNGoJb1P
2020-04-19 23:14:54,@bensab3,💧☘️Rhona Eastment💦,Far North Queensland,2407,Covering Climate Now: In search of solutions | https://t.co/TMP6HGpSzZ Fighting a deadly war on two fronts #CoronaVirus and #ClimateEmergency #insiders – Climate Action Australia https://t.co/ENIsbqUs8M
2020-04-19 23:14:53,@LondonComment,Ian,"London, England",178,"Courageous, in mode of Sir Humphrey, for @Keir_Starmer to even think about going after government on #Coronavirus strategy.  Had #Labour been in power, we'd have had swimming goggles and flippers arriving by now.  Labour not too well known for their organisational skills! https://t.co/YaVw34sF52"
2020-04-19 23:14:53,@W7VOA,Steve Herman,"Washington, DC ",98201,"Tomorrow the @WhiteHouse #coronavirus task force will be providing all state governors with details on testing capabilities around the country, says @VP."
2020-04-19 23:14:53,@DorsaDraguu,bartender draguu~,"Texas, USA",258,To all the non-working non-essential republicans demanding we reopen the economy.  -from all the working essential democrats who know better  #endthelockdownnow #coronavirus https://t.co/vCrS1orIhG
2020-04-19 23:14:53,@LeadershipNGA,LEADERSHIP Newspaper,"Abuja, Nigeria",816345,BREAKING: NCDC Confirms 86 New Cases Of COVID-19 In Nigeria  https://t.co/7bCXjiZLaq https://t.co/bWsWRM0dgq
2020-04-19 23:14:52,@ritesh91,Ritesh Singh,India,1312,India is showing that limited resources will not hold it back from taking on Covid-19 https://t.co/59G41iqjlJ @IndianExpress से
2020-04-19 23:14:52,@vigilant1776,Jerry O,,6348,No Police Raids? Syracuse Mosque Continues Holding Daily Prayers Amid COVID-19 Lockdown As Christians Are Threatened and Fined For Attending Drive-In Services https://t.co/xo6KLFTiVj via @gatewaypundit
2020-04-19 23:14:52,@ListenSeeLearn,SophiaDelphine,the last book you read,65,Why aren't they thanking me?  Can't imagine why...  #kingofventilators #Trump #RepublicansEnablingTrump #GOPCowards #GOPSilence #GOPCorruptionOverCountry #DonaldTrump #coronavirus #COVID19 #COVID2019 #COVID #Covid_19 #UnitedStates #USA #America https://t.co/LG5byMrevk
2020-04-19 23:14:52,@peachypey,gunch idiot,UNT,276,have u guys tried cancelling covid-19? ☺️
2020-04-19 23:14:50,@smilemw8,Mesha Watson,,23,To medical professionals around the world fighting COVID-19 | 다시 부르는 상록수... https://t.co/kVVsydBhvI via @YouTube...we will make it and stand hand in hand...~!!!!
2020-04-19 23:14:50,@wolfmanjak64,Philip George,UK,4061,Coronavirus: Emotional moment man given 24 hours to live reunites with mum after recovering from COVID-19 https://t.co/8Ox6KWERPH ❤️
2020-04-19 23:14:50,@jeremyfaust,Jeremy Faust MD MS,"Boston, MA",31693,Back on @cnn with @choo_ek and @wolfblitzer in a few moments to discuss updates on covid-19
2020-04-19 23:14:50,@itsahotdogtree,Pee-Wee's Investing Wheelhouse & Science Emporium,United States,965,#SouthKorea #relaxes some #socialdistancing rules as new #virus cases fall -- via @Reuters.  #business #investing #markets #trading #world #coronavirus #COVID19  https://t.co/rfyd5J0DYG
2020-04-19 23:14:50,@goosedoggy,Bucket of Truth,"Las Vegas, NV",160,@jsincraugh @Randomness_0911 @codeAfficionado @ExchangeEnvoy @LasVegasLocally WRONG. More GOP conspiracy theories spread by Candice Owens and other known liars.   Who is paying you bot?  https://t.co/gZacmbXafR
2020-04-19 23:14:50,@joshadamsnyc,Josh Adams,"New York, NY",156,Watching #Netflix And the #incredibles2 movie and at 1:31:15ish the TV anchor straight up tells you to F Off. #disney #coronavirus #TogetherAtHome #TooHotToHandle https://t.co/LTpUUy5Nbh
2020-04-19 23:14:50,@Mikem2020Cult45,MikeM-Cult45.2020,SE United States,5385,@zip_stah @NeensCa @mickitiki But it is the same family. Fauci  praised test results for SARS but laughs at its use for COVID-19?  Isn't it strange the whole democrat party is attacking something that helps? 🤔😷
2020-04-19 23:14:49,@CSMBROADCASTNET,Alytino Brown,"Los Angeles, CA",501,NAMASTE EVERYONE HOW ARE YOU LIVING WITH COVID 19 ???? https://t.co/JtkrU2tY0E
2020-04-19 23:14:49,@TheAtlantic,The Atlantic,"Washington, D.C.",1908732,"Seeking protection and fortitude during the coronavirus pandemic, James Parker writes a prayer for the times: https://t.co/KBjG8clLUi"
2020-04-19 23:14:49,@JaneCaitlend,Plain Jane,"Magna, UT",704,"While ya’ll are out there getting covid 19, I’m enjoying hanging out with my dog at home."
2020-04-19 23:14:49,@DebbyShultz,Debby Shultz⭐⭐⭐,United States,2705,WTH is this !!!!  #Churches are closed  #Pastors and #Members   Are threatened with  #Tickets and/or #Arrest  BUT  The  #Mosques  Can stay open!  I see how this works 👹👹👹👹👹  https://t.co/LlTHO6QjPB
2020-04-19 23:14:48,@wisegooner,iamwilly12🇳🇬,Lagos Nigeria,731,"@IZUMUNNAOBIJURU @mamuzoADUMS @NCDCgov People in lagos think the virus is a ruse that it's all made up so they don't give 2 fucks about how it's spreading, it's a shame that COVID-19 don't care if you believe it or not"
2020-04-19 23:14:48,@Bridie_OD,Dr Bridie O'Donnell,Wurundjeri Land,9199,"With almost all sport around the world stopping as countries focus on preventing the spread of COVID-19, @auswomensport are seeking images of sportswomen in action to showcase the amazing power of sport during this unprecedented time #wispaa"
2020-04-19 23:14:47,@Tweeter8813,forgotten American STEM worker,20001,27,@bradintheusa @JamesSDean3 @progressiveABF @slowfoxes02 Today's deaths in TN from COVID-19 was: 3  TN deaths per million is 22 US avg is 122 NY is 933  You are 42 times more likely to die in NY than TN but both places require a lockdown?  #FreeTN
2020-04-19 23:14:47,@vinneyville,T’Chidera🌊🌊,Planet X,5046,This spike in the number of new cases is as a result of the additional labs been commissioned. This is actually a good thing in the fight against COVID-19. More people are being tested and isolated
2020-04-19 23:14:47,@barbls23,(((Barbls23))),"New York, NY",11076,".@GlblCtzn Where can I find @adamlambert's #MadWorld? It was such a beautiful, amazing performance that captures the world we are living in today with #coronavirus.  Why is it not listed at? https://t.co/bqMRmY4jIB -  Please let me know where I can view. Thanks!"
2020-04-19 23:14:47,@CDNnow,Rich Mitchell,USA,8838,"US And #Canada Agree To Keep Border Closed For Another Month:  The United States and Canada have agreed to extend a ban on all non-essential travel on their shared border for another month, Prime Minister Justin Trudeau announced. While https://t.co/dxSva9qR0j #coronavirus https://t.co/esrTeOLiAq"
2020-04-19 23:14:46,@CDNnow,Rich Mitchell,USA,8838,"US And #Canada Agree To Keep Border Closed For Another Month:  The United States and Canada have agreed to extend a ban on all non-essential travel on their shared border for another month, Prime Minister Justin Trudeau announced. While https://t.co/dxSva9qR0j #coronavirus https://t.co/WJHG4qoCVz"
2020-04-19 23:14:46,@Mat41512739,Mr. Handy🌹,"Seattle, WA",128,"@CaweltiSierra Dishwashers typically use about half as much water as handwashing. The dishwasher is also a closed system. If your brother is worried about COVID-19, tell him that splashing around with handwashing is spreading the disease more than the closed system that is a dishwasher."
2020-04-19 23:14:46,@thebridgenewsng,The Bridge News,,85,BREAKING NEWS: Nigeria Records Eighty-Six New Cases Of COVID-19 - https://t.co/FVPNyyfylH https://t.co/lGKDee1FF6
2020-04-19 23:14:46,@morethanmySLE,Peter Morley,"Manhattan, NY",89887,We're approaching 1M cases of #coronavirus   Trump thinks 40K+ deaths in the United States is a great success.  THIS IS NOT A SUCCESS! IT'S A DISGRACE.   #CoronavirusLiar 🤥  https://t.co/TfP4ZJCgj1
2020-04-19 23:14:46,@LewaViti,PlandemicTruth777,,210,@R1ch_13 @SpaceX Il tell you what they are...your rights saying goodbye 👋Never seen them before? #Starlink #satelite Wonder why #wakeup #5g roll out during lock down! Coincidence NO! #Plandemic #coronavirus #coronahoax #GatesOfHell #arrestbillgates #lies #endthelockdown https://t.co/M72eIx38nS
2020-04-19 23:14:45,@robbyusea,Rob,"Massachusetts, USA",5749,To be clear Trump doesn't want the Governors to have testing for the coronavirus because all Trump is interested in is reopening the economy so he can return to his life of criminal corruption. Trump &amp; his family are well protected from COVID-19 but yours &amp; mine are not protected https://t.co/K09lCGta3V
2020-04-19 23:14:44,@JoseArmand37,Jose Armand,"Dania Beach, FL",14110,Vice President Mike Pence takes to the podium. Time to reach for the mute button. #CoronaVirusUpdate #coronavirus
2020-04-19 23:14:44,@AzumiHayami,Azumi Hayami,,2,"@GovernorTomWolf @CDCgov Masks wont exactly help all that much, is COVID-19 can survive on surfaces for hours and possibly days it could be carried on your masks, clothes and grocery bags. Yeah, it can be spread via air from particles in the air, but isn't the flu deadlier?"
2020-04-19 23:14:43,@Chrizcis,Chrizcis,"Lagos, Nigeria",1422,@NCDCgov Most of us  Want to see the new cases photos. Lol my friend CoVid 19 is not your mate. Just go to bed and pray it's doesn't come u. God save us
2020-04-19 23:14:43,@nicolecastell11,N.,Puerto rico,1204,FUCK COVID-19! FUCK U!
2020-04-19 23:14:42,@xmainer1,Lisa Foster,"Dublin, OH",2767,"According to the infection/death numbers, 5.4% of the people who are confirmed to have COVID-19 have died. That's a lot. 41,379 deaths as of now. The unknown, untested people would take the % lower. Another reason we need more testing! We need to know what the #s really are"
2020-04-19 23:14:42,@joseldpr,Jose Luis Davila 🌊👕🧢💙,"Austin, TX",2907,"If #COVIDIOTS are really so committed by principles, they should sign a waiver:  I hereby declare the economy is more important than public safety.   Therefore, I “named #COVIDIOTS “ voluntarily relinquish my rights to receive emergency medical attention for #coronavirus https://t.co/C7DwhyyTge"
2020-04-19 23:14:42,@ProfessorMCJ,Professor MCJ,"Atlanta, GA",140,"The ignorance I see on here as it relates to COVID-19 is ridiculous, especially from black and brown individuals."
2020-04-19 23:14:42,@LaIzqDiario_VE,La Izquierda Diario Venezuela,"Caracas, Venezuela",2625,Grave: en Bolivia restringen acceso a test por Covid-19 https://t.co/utRjw6V9le
2020-04-19 23:14:41,@Elixbox123,Elizabeth Goins,"Irving, TX",163,People are so blind that they're listening to officials wanting to open the economy all the while those same officials are in quarantine at their own home and practicing social distance. #coronavirus #COVID19
2020-04-19 23:14:41,@beachesbest,Sperry Lee,"Ponte Vedra Beach, Florida",66,Can anyone also add the number of cancer and heart disease or flu deaths. Is every death covid 19?
2020-04-19 23:14:40,@_ahm_ok,❤️controversial 🇬🇭Gabriel 📌,"Accra, Ghana",309,"I think the president has done well by lifting the ban on movement,I know hunger is more deadly than covid 19 buh on the other hand,we are recording cases almost everyday,so we going out means,we are going to record more cases!All I want to say is ""By June de3🤭 Anaa mosee metw3"
2020-04-19 23:14:40,@Kevin_Langdon,Kevin Langdon,"Charleston, SC",234,Is COVID-19 sponsored by banana bread?
2020-04-19 23:14:40,@NatasjaYonce,Natasja Yonce,"Florida, USA",11528,No Police Raids?  Syracuse Mosque Continues Holding Daily Prayers Amid COVID-19 Lockdown  As Christians Are Threatened and Fined For Attending Drive-In Services https://t.co/X0qKVm6oh0
2020-04-19 23:14:40,@markodwyer23,Mark O'Dwyer,Dublin,220,Seeing how many days I can go without food. Like. Comment. Subscribe. Xx #COVID19 #COVIDIOTS #coronavirus  https://t.co/pZgIffKVcF
2020-04-19 23:14:39,@tack_sharp,Yo Wassup? 🗽🇺🇸🌊🌈🐾🐾🐾,"Pennsylvania, USA",17816,You’ve Gotten Over COVID-19. Now What? A Post-Virus Guide https://t.co/gYNrViHP0C
2020-04-19 23:14:38,@Covid19Digest,𝙲𝙾𝚅𝙸𝙳-𝟷𝟿 𝙳𝚒𝚐𝚎𝚜𝚝,US,198,"1/ How far do the CARES Act relief checks go in covering monthly expenditures for a mid-class family? Average check ($1,958) barely enough to cover food &amp; housing expenditures (@USAFacts) #COVID19 #coronavirus https://t.co/nC7ZkqoTEE"
2020-04-19 23:14:37,@AnnieAwake,Annie,"SOFL, USA",2624,@mitchellvii @RealMattCouch The CDC changed their reporting guidelines....I’ve been posting this for over a couple of weeks now. We will never know how many actual Covid-19 deaths there are/were. https://t.co/cNn0PxPXFR
2020-04-19 23:14:37,@Tonieboy__,Fake blue eyes,Nigeria,48,"@NCDCgov Retweet if you are tired of COVID-19 I pray it ends before next month, amen?"
2020-04-19 23:14:36,@MarkJacob16,Mark Jacob,Chicago,14164,Trump's opening statements at these briefings are not adding new information about COVID-19. They're foisting spin and lies on the American people. It's unconscionable that @MSNBC and others are giving Trump a free campaign commercial every evening. Props to @CNN for not.
2020-04-19 23:14:36,@ABCPolitics,ABC News Politics,"Washington, DC",884647,"Vice President Mike Pence says that more than 746,000 Americans have tested positive for COVID-19 and more than 41,000 have lost their lives.  “We always want to express our deepest sympathies to the families in their loss.” https://t.co/XZjy4W2xnx https://t.co/yoVIB06E81"
2020-04-19 23:14:35,@TVNewsHQ,TV News HQ,"New York, NY",16276,President Trump reads a comment during the task force briefing made by Fox News' @BretBaier pointing out that no Democrats mentioned coronavirus or COVID-19 during  their February 19 TV debate. https://t.co/9e014D1xgy
2020-04-19 23:14:35,@CommSec,CommSec,Australia,36293,No new COVID-19 cases in Queensland in last 24 hours #ausbiz #ausecon #COVID19Aus
2020-04-19 23:14:34,@e_Broky,eBroky,"Bucharest, Bucureşti",77,Now You Can Find a COVID-19 Testing Center Using Google https://t.co/CQ1GHcgxQN https://t.co/YAC7fTM24L
2020-04-19 23:14:34,@gettinviggy,Neil Vigdor,"New York, NY",4683,"Vice President Pence says NY and CT are past the peak for Covid-19, but urges people to heed the directions of local officials. #coronavirus #pandemic"
2020-04-19 23:14:33,@bbbjenkins,Brent Jenkins,United States,33,"Don’t: protest kids locked in cages, sexual assault, white supremacy, poverty, injustice, racial capitalism, militarism, war, police brutality, et al. Do: protest critical health measures to keep everyone safe during a pandemic so you yourselves can get Covid-19 and die. https://t.co/NjXyXjCNeP"
2020-04-19 23:14:33,@charlenecisler,Charlene Cullinane-Cisler,"Ashwaubenon, WI",2,"@realDonaldTrump @POTUS Now your bashing Dems regarding a Democratic Debate February 19th that they never mentioned coronavirus, flu nor Covid-19 yet YOU held a rally that Same Day and never mentioned coronavirus, flu nor Covid-19."
2020-04-19 23:14:32,@Nina_amour_,Nina,Forteresse de l'amour,5,President Donald Trump and US task force give COVID-19 daily briefing https://t.co/HdzZ0vxN1b
2020-04-19 23:14:32,@crazywall,CrazyWall,"NY, US",153,New COVID-19 Experimental Drug Is Showing Promising Signs https://t.co/7VkPIaNk8l
2020-04-19 23:14:30,@P00kY__,Odjugo,"Lagos, Nigeria",436,70 new COVID 19 cases in Lagos! God have mercy
2020-04-19 23:14:30,@VikingInFL,Viking in Florida My friends and I like Bernie,In a Gadda da Vida,2160,"Now over 40k... 40,000... Forty Thousand Deaths Coronavirus live updates: U.S. death toll surpasses 40,000 https://t.co/iWkoZJwQ2I via @YahooNews"
2020-04-19 23:14:30,@rakeshb_arman,Rakesh Barman,INDIA,104,@axios Thousands of Israelis brave COVID-19 health risks to protest against Netanyahu
2020-04-19 23:14:30,@M_Leads,Markus Leads,OWL,3,Oh my god! It's getting worse every single day.  What the f**k is this ignorant and narcist idiot talking about? #coronavirus
2020-04-19 23:14:30,@gyaigyimii,KALYJAY ●,🍂🍂,112220,😂😂Herh Ghana we dey play paa oo. I just downloaded the. Gh COVID-19 Tracker. They asked me a few questions and then I got a blank page. Like the app all this wey we do launch then things all nu☹️😂Herh https://t.co/B5XqHmYUlG
2020-04-19 23:14:29,@Moespi1,Moespi,,75,"#CoronaVirus update     Total Cases= 2,404,749 +702  Total Deaths= 164,919 +28  Total Recovered= 624,717 +4   Active Cases: 1,615,113  Closed Cases: 789,636    Next update in 30 mins"
2020-04-19 23:14:29,@LynnJaser1,Lynn J.,,1985,"@NYGovCuomo  You Have A Lovely Family, You Really Look Like A Proud PaPa!  They Should Be Proud Of You PaPa You Have Done An Amazing Job With COVID-19 In New York!! https://t.co/40djZRLyXK"
2020-04-19 23:14:29,@faseidl,F. Andy Seidl,"Ann Arbor, Michigan",30147,Thousands of Israelis brave COVID-19 health risks to protest against Netanyahu   https://t.co/E0suW0K89u
2020-04-19 23:14:28,@Ross_Hunt,Ross Hunt,Dallas,209,Sweden Says Controversial Covid-19 Strategy Is Proving Effective https://t.co/DwOBfgxgXt
2020-04-19 23:14:28,@rwbennet,Rob Bennet,"Saint Louis, Missouri",506,Fight COVID-19 with your computer - a video I put together about @foldingathome   https://t.co/D2NvRTptoG  #COVID19 #coronavirus #foldingathome
2020-04-19 23:14:28,@PinDin7,Alex Patterson,"District of Columbia, USA",113,"@danaolitaogden ……so when they say that, ppl coming in contact on massive scale—the virus will kill much faster and much harder than lockdown stay. The lockdown is supposed to give time to take a step back analyze situation to dev effective countermeasures. #coronavirus"
2020-04-19 23:14:27,@LucGroleau,Luc Groleau,,5,"@PierrePoilievre No, seems that facts, accuracy and honesty is at stake. YOU failed at all of them. How dare you trying to score political points on COVID-19 with your lies."
2020-04-19 23:14:27,@mr_inertia,Tom,"Thunder Bay, ON",58,How far? How soon? Czechs grapple with how to ease Covid-19 lockdown  https://t.co/ushX6kwtAN
2020-04-19 23:14:26,@LSBallroom,Lone Star Ballroom,"Dallas, Texas",290,LSB Covid-19 Update - https://t.co/vdxdkSP79l #dfw #dallas
2020-04-19 23:14:26,@GrimKim,Kim Kelly,South Philly,69374,@bsonenstein Covid patients inside Rikers are being given Tylenol. https://t.co/yw0eSc3t7K
2020-04-19 23:14:26,@Pillskill,Pills Kill,Los Angeles,34,@VP you lie and will burn in hell. God does not like even little lies. God gave you this job to protect us from satan. Instead you lie for him. Hell has a special place for those betray gods trust and abuse his gifts!! #Coronavirus #starttrumprallysagain
2020-04-19 23:14:26,@JoshuaAHirsch,Josh Hirsch,"Boston, MA",2602,Thank you Connie 4 making my day! 🇬🇧We are going to beat #coronavirus #COVIDー19 #COVID #COVID2019 or whatever you want to call it! That's 4 sure. https://t.co/151lky2SYx
2020-04-19 23:14:26,@OzParadoxdotcom,rory robertson,Sydney,1470,"Hi Anonymous,  I'm aware what sadly has happened elsewhere  In Oz, we have options because our various governments were not asleep at the wheel in February &amp; March when it mattered  So, with &lt;2% ICU utilisation, Oz restrictions set for modest easing in May https://t.co/5OX5hgqIx5 https://t.co/YzfnNj4JD3 https://t.co/ob0wxYJAJ0"
2020-04-19 23:14:25,@AmyCHowell,AHowell,,14,@GOPLeader Seriously? Trump is giving a campaign rally every day dressed up as a Covid-19 update.
2020-04-19 23:14:25,@MaryAnnReilly,Mary Ann Reilly,NJ,3345,"More than 40,000 deaths in just a few weeks from COVID 19.  Imagine if @VP and ⁦@realDonaldTrump⁩ had acted instead of lying for months to the American people ?  How many of those people would be alive today? https://t.co/D7pLAz2sPm"
2020-04-19 23:14:25,@jordanjphillip1,Jordan,"Dallas, TX",58,"@cryptotraveler @NumbersMuncher Got to love conspiracy theories. If the death count is low, it's proof COVID-19 is no worse than the flu. If the death count is high, it's proof the numbers are inflated and false.  Not surprised to hear this garbage from a ""crypto currency enthusiast"""
2020-04-19 23:14:25,@LRPow79,Reality Dose,Kackalacky,15578,"45 has brought a war. W/ his callous indifference, he’s brought death from #coronavirus. His rhetoric inflames his base &amp; calls them 4 insurrection. He’s losing, &amp; his only way out is 2 rubble the🇺🇸societal landscape. That doesn’t belong here.🇺🇸 #VoteBlueToSaveAmerica @JoeBiden https://t.co/0bwrL01sRE https://t.co/nANN8Eci7x"
2020-04-19 23:14:24,@rdscrypto,John Hancock,Null,1876,"If you want make DIY #handsanitizer, get this quart-sized bottle of 99+% Pure Isopropyl Alcohol.  It'll last you the entire #pandemic.   https://t.co/6Qt9rfXLrD   @amazon #COVID19 #coronavirus #coronavirusupdate #PPE #PPEShortages #amazoncovid19 #QuarantineAndChill https://t.co/aFb5n67gvE"
2020-04-19 23:14:24,@fearthetooth_,Supreme Stoag🅱️oat,stockton u,513,“covid-19 is a lie” i say as i wear protective gear https://t.co/2uoVMIN7Jo
2020-04-19 23:14:24,@Trumpnado2016,STOP tRumpnado 🌊,,20709,"@Hayward1979 @Amy_Siskind ""the level of vaccination needed to achieve herd immunity varies by disease but ranges from 83 to 94 percent""  With COVID-19 that would mean a horrific and brutal process of between 3 and 15 million people dying, and we don't know if ""immunity"" occurs for everyone, &amp; how long."
2020-04-19 23:14:24,@Levine1945,Richard M. Levine,"Mahwah, NJ",149,"So it wasn't anything Bill DeBlasio, Cuomo or Murphy did that caused the COVID-19 to peak and decline.  The virus has its own pattern.  There was no reason for a lockdown.    https://t.co/2ZjUrRwVT3"
2020-04-19 23:14:24,@veeveecastle,Vee,United States,222,Pence is LYING. #coronavirus
